ALL,,
|        DIAG        |                  DIAG_DESC                  |       DIAG_C       |       DIAG_5       |,,
|               10.1 | PRIM TB PLEURISY-UNSPEC                     | 010.10             | 01010              |,,
,0,
|              10.11 | PRIM TB PLEURISY-NO EXAM                    | 010.11             | 01011              |,,
,0,
|              10.12 | PRIM TB PLEUR-EXAM UNKN                     | 010.12             | 01012              |,,
,0,
|              10.13 | PRIM TB PLEURIS-MICRO DX                    | 010.13             | 01013              |,,
,0,
|              10.14 | PRIM TB PLEURISY-CULT DX                    | 010.14             | 01014              |,,
,0,
|              10.15 | PRIM TB PLEURIS-HISTO DX                    | 010.15             | 01015              |,,
,0,
|              10.16 | PRIM TB PLEURIS-OTH TEST                    | 010.16             | 01016              |,,
,0,
|               10.8 | PRIM PROG TB NEC-UNSPEC                     | 010.80             | 01080              |,,
,0,
|              10.81 | PRIM PROG TB NEC-NO EXAM                    | 010.81             | 01081              |,,
,0,
|              10.82 | PRIM PR TB NEC-EXAM UNKN                    | 010.82             | 01082              |,,
,0,
|              10.83 | PRIM PRG TB NEC-MICRO DX                    | 010.83             | 01083              |,,
,0,
|              10.84 | PRIM PROG TB NEC-CULT DX                    | 010.84             | 01084              |,,
,0,
|              10.85 | PRIM PRG TB NEC-HISTO DX                    | 010.85             | 01085              |,,
,0,
|              10.86 | PRIM PRG TB NEC-OTH TEST                    | 010.86             | 01086              |,,
,0,
|               10.9 | PRIMARY TB NOS-UNSPEC                       | 010.90             | 01090              |,,
,0,
|              10.91 | PRIMARY TB NOS-NO EXAM                      | 010.91             | 01091              |,,
,0,
|              10.92 | PRIMARY TB NOS-EXAM UNKN                    | 010.92             | 01092              |,,
,0,
|              10.93 | PRIMARY TB NOS-MICRO DX                     | 010.93             | 01093              |,,
,0,
|              10.94 | PRIMARY TB NOS-CULT DX                      | 010.94             | 01094              |,,
,0,
|              10.95 | PRIMARY TB NOS-HISTO DX                     | 010.95             | 01095              |,,
,0,
|              10.96 | PRIMARY TB NOS-OTH TEST                     | 010.96             | 01096              |,,
,0,
|                 11 | TB LUNG INFILTR-UNSPEC                      | 011.00             | 01100              |,,
,0,
|              11.01 | TB LUNG INFILTR-NO EXAM                     | 011.01             | 01101              |,,
,0,
|              11.02 | TB LUNG INFILTR-EXM UNKN                    | 011.02             | 01102              |,,
,0,
|              11.03 | TB LUNG INFILTR-MICRO DX                    | 011.03             | 01103              |,,
,0,
|              11.04 | TB LUNG INFILTR-CULT DX                     | 011.04             | 01104              |,,
,0,
|              11.05 | TB LUNG INFILTR-HISTO DX                    | 011.05             | 01105              |,,
,0,
|              11.06 | TB LUNG INFILTR-OTH TEST                    | 011.06             | 01106              |,,
,0,
|               11.1 | TB LUNG NODULAR-UNSPEC                      | 011.10             | 01110              |,,
,0,
|              11.11 | TB LUNG NODULAR-NO EXAM                     | 011.11             | 01111              |,,
,0,
|              11.12 | TB LUNG NODUL-EXAM UNKN                     | 011.12             | 01112              |,,
,0,
|              11.13 | TB LUNG NODULAR-MICRO DX                    | 011.13             | 01113              |,,
,0,
|              11.14 | TB LUNG NODULAR-CULT DX                     | 011.14             | 01114              |,,
,0,
|              11.15 | TB LUNG NODULAR-HISTO DX                    | 011.15             | 01115              |,,
,0,
|              11.16 | TB LUNG NODULAR-OTH TEST                    | 011.16             | 01116              |,,
,0,
|               11.2 | TB LUNG W CAVITY-UNSPEC                     | 011.20             | 01120              |,,
,0,
|              11.21 | TB LUNG W CAVITY-NO EXAM                    | 011.21             | 01121              |,,
,0,
|              11.22 | TB LUNG CAVITY-EXAM UNKN                    | 011.22             | 01122              |,,
,0,
|              11.23 | TB LUNG W CAVIT-MICRO DX                    | 011.23             | 01123              |,,
,0,
|              11.24 | TB LUNG W CAVITY-CULT DX                    | 011.24             | 01124              |,,
,0,
|              11.25 | TB LUNG W CAVIT-HISTO DX                    | 011.25             | 01125              |,,
,0,
|              11.26 | TB LUNG W CAVIT-OTH TEST                    | 011.26             | 01126              |,,
,0,
|               11.3 | TB OF BRONCHUS-UNSPEC                       | 011.30             | 01130              |,,
,0,
|              11.31 | TB OF BRONCHUS-NO EXAM                      | 011.31             | 01131              |,,
,0,
|              11.32 | TB OF BRONCHUS-EXAM UNKN                    | 011.32             | 01132              |,,
,0,
|              11.33 | TB OF BRONCHUS-MICRO DX                     | 011.33             | 01133              |,,
,0,
|              11.34 | TB OF BRONCHUS-CULT DX                      | 011.34             | 01134              |,,
,0,
|              11.35 | TB OF BRONCHUS-HISTO DX                     | 011.35             | 01135              |,,
,0,
|              11.36 | TB OF BRONCHUS-OTH TEST                     | 011.36             | 01136              |,,
,0,
|               11.4 | TB LUNG FIBROSIS-UNSPEC                     | 011.40             | 01140              |,,
,0,
|              11.41 | TB LUNG FIBROSIS-NO EXAM                    | 011.41             | 01141              |,,
,0,
|              11.42 | TB LUNG FIBROS-EXAM UNKN                    | 011.42             | 01142              |,,
,0,
|              11.43 | TB LUNG FIBROS-MICRO DX                     | 011.43             | 01143              |,,
,0,
|              11.44 | TB LUNG FIBROSIS-CULT DX                    | 011.44             | 01144              |,,
,0,
|              11.45 | TB LUNG FIBROS-HISTO DX                     | 011.45             | 01145              |,,
,0,
|              11.46 | TB LUNG FIBROS-OTH TEST                     | 011.46             | 01146              |,,
,0,
|               11.5 | TB BRONCHIECTASIS-UNSPEC                    | 011.50             | 01150              |,,
,0,
|              11.51 | TB BRONCHIECT-NO EXAM                       | 011.51             | 01151              |,,
,0,
|              11.52 | TB BRONCHIECT-EXAM UNKN                     | 011.52             | 01152              |,,
,0,
|              11.53 | TB BRONCHIECT-MICRO DX                      | 011.53             | 01153              |,,
,0,
|              11.54 | TB BRONCHIECT-CULT DX                       | 011.54             | 01154              |,,
,0,
|              11.55 | TB BRONCHIECT-HISTO DX                      | 011.55             | 01155              |,,
,0,
|              11.56 | TB BRONCHIECT-OTH TEST                      | 011.56             | 01156              |,,
,0,
|               11.6 | TB PNEUMONIA-UNSPEC                         | 011.60             | 01160              |,,
,0,
|              11.61 | TB PNEUMONIA-NO EXAM                        | 011.61             | 01161              |,,
,0,
|              11.62 | TB PNEUMONIA-EXAM UNKN                      | 011.62             | 01162              |,,
,0,
|              11.63 | TB PNEUMONIA-MICRO DX                       | 011.63             | 01163              |,,
,0,
|              11.64 | TB PNEUMONIA-CULT DX                        | 011.64             | 01164              |,,
,0,
|              11.65 | TB PNEUMONIA-HISTO DX                       | 011.65             | 01165              |,,
,0,
|              11.66 | TB PNEUMONIA-OTH TEST                       | 011.66             | 01166              |,,
,0,
|               11.7 | TB PNEUMOTHORAX-UNSPEC                      | 011.70             | 01170              |,,
,0,
|              11.71 | TB PNEUMOTHORAX-NO EXAM                     | 011.71             | 01171              |,,
,0,
|              11.72 | TB PNEUMOTHORX-EXAM UNKN                    | 011.72             | 01172              |,,
,0,
|              11.73 | TB PNEUMOTHORAX-MICRO DX                    | 011.73             | 01173              |,,
,0,
|              11.74 | TB PNEUMOTHORAX-CULT DX                     | 011.74             | 01174              |,,
,0,
|              11.75 | TB PNEUMOTHORAX-HISTO DX                    | 011.75             | 01175              |,,
,0,
|              11.76 | TB PNEUMOTHORAX-OTH TEST                    | 011.76             | 01176              |,,
,0,
|               11.8 | PULMONARY TB NEC-UNSPEC                     | 011.80             | 01180              |,,
,0,
|              11.81 | PULMONARY TB NEC-NO EXAM                    | 011.81             | 01181              |,,
,0,
|              11.82 | PULMON TB NEC-EXAM UNKN                     | 011.82             | 01182              |,,
,0,
|              11.83 | PULMON TB NEC-MICRO DX                      | 011.83             | 01183              |,,
,0,
|              11.84 | PULMON TB NEC-CULT DX                       | 011.84             | 01184              |,,
,0,
|              11.85 | PULMON TB NEC-HISTO DX                      | 011.85             | 01185              |,,
,0,
|              11.86 | PULMON TB NEC-OTH TEST                      | 011.86             | 01186              |,,
,0,
|               11.9 | PULMONARY TB NOS-UNSPEC                     | 011.90             | 01190              |,,
,0,
|              11.91 | PULMONARY TB NOS-NO EXAM                    | 011.91             | 01191              |,,
,0,
|              11.92 | PULMON TB NOS-EXAM UNKN                     | 011.92             | 01192              |,,
,0,
|              11.93 | PULMON TB NOS-MICRO DX                      | 011.93             | 01193              |,,
,0,
|              11.94 | PULMON TB NOS-CULT DX                       | 011.94             | 01194              |,,
,0,
|              11.95 | PULMON TB NOS-HISTO DX                      | 011.95             | 01195              |,,
,0,
|              11.96 | PULMON TB NOS-OTH TEST                      | 011.96             | 01196              |,,
,0,
|                 12 | TB PLEURISY-UNSPEC                          | 012.00             | 01200              |,,
,0,
|              12.01 | TB PLEURISY-NO EXAM                         | 012.01             | 01201              |,,
,0,
|              12.02 | TB PLEURISY-EXAM UNKN                       | 012.02             | 01202              |,,
,0,
|              12.03 | TB PLEURISY-MICRO DX                        | 012.03             | 01203              |,,
,0,
|              12.04 | TB PLEURISY-CULT DX                         | 012.04             | 01204              |,,
,0,
|              12.05 | TB PLEURISY-HISTOLOG DX                     | 012.05             | 01205              |,,
,0,
|              12.06 | TB PLEURISY-OTH TEST                        | 012.06             | 01206              |,,
,0,
|               12.1 | TB THORACIC NODES-UNSPEC                    | 012.10             | 01210              |,,
,0,
|              12.11 | TB THORAX NODE-NO EXAM                      | 012.11             | 01211              |,,
,0,
|              12.12 | TB THORAX NODE-EXAM UNKN                    | 012.12             | 01212              |,,
,0,
|              12.13 | TB THORAX NODE-MICRO DX                     | 012.13             | 01213              |,,
,0,
|              12.14 | TB THORAX NODE-CULT DX                      | 012.14             | 01214              |,,
,0,
|              12.15 | TB THORAX NODE-HISTO DX                     | 012.15             | 01215              |,,
,0,
|              12.16 | TB THORAX NODE-OTH TEST                     | 012.16             | 01216              |,,
,0,
|               12.2 | ISOL TRACHEAL TB-UNSPEC                     | 012.20             | 01220              |,,
,0,
|              12.21 | ISOL TRACHEAL TB-NO EXAM                    | 012.21             | 01221              |,,
,0,
|              12.22 | ISOL TRACH TB-EXAM UNKN                     | 012.22             | 01222              |,,
,0,
|              12.23 | ISOLAT TRACH TB-MICRO DX                    | 012.23             | 01223              |,,
,0,
|              12.24 | ISOL TRACHEAL TB-CULT DX                    | 012.24             | 01224              |,,
,0,
|              12.25 | ISOLAT TRACH TB-HISTO DX                    | 012.25             | 01225              |,,
,0,
|              12.26 | ISOLAT TRACH TB-OTH TEST                    | 012.26             | 01226              |,,
,0,
|               12.3 | TB LARYNGITIS-UNSPEC                        | 012.30             | 01230              |,,
,0,
|              12.31 | TB LARYNGITIS-NO EXAM                       | 012.31             | 01231              |,,
,0,
|              12.32 | TB LARYNGITIS-EXAM UNKN                     | 012.32             | 01232              |,,
,0,
|              12.33 | TB LARYNGITIS-MICRO DX                      | 012.33             | 01233              |,,
,0,
|              12.34 | TB LARYNGITIS-CULT DX                       | 012.34             | 01234              |,,
,0,
|              12.35 | TB LARYNGITIS-HISTO DX                      | 012.35             | 01235              |,,
,0,
|              12.36 | TB LARYNGITIS-OTH TEST                      | 012.36             | 01236              |,,
,0,
|               12.8 | RESP TB NEC-UNSPEC                          | 012.80             | 01280              |,,
,0,
|              12.81 | RESP TB NEC-NO EXAM                         | 012.81             | 01281              |,,
,0,
|              12.82 | RESP TB NEC-EXAM UNKN                       | 012.82             | 01282              |,,
,0,
|              12.83 | RESP TB NEC-MICRO DX                        | 012.83             | 01283              |,,
,0,
|              12.84 | RESP TB NEC-CULT DX                         | 012.84             | 01284              |,,
,0,
|              12.85 | RESP TB NEC-HISTO DX                        | 012.85             | 01285              |,,
,0,
|              12.86 | RESP TB NEC-OTH TEST                        | 012.86             | 01286              |,,
,0,
|                 13 | TB MENINGITIS-UNSPEC                        | 013.00             | 01300              |,,
,0,
|              13.01 | TB MENINGITIS-NO EXAM                       | 013.01             | 01301              |,,
,0,
|              13.02 | TB MENINGITIS-EXAM UNKN                     | 013.02             | 01302              |,,
,0,
|              13.03 | TB MENINGITIS-MICRO DX                      | 013.03             | 01303              |,,
,0,
|              13.04 | TB MENINGITIS-CULT DX                       | 013.04             | 01304              |,,
,0,
|              13.05 | TB MENINGITIS-HISTO DX                      | 013.05             | 01305              |,,
,0,
|              13.06 | TB MENINGITIS-OTH TEST                      | 013.06             | 01306              |,,
,0,
|               13.1 | TUBRCLMA MENINGES-UNSPEC                    | 013.10             | 01310              |,,
,0,
|              13.11 | TUBRCLMA MENING-NO EXAM                     | 013.11             | 01311              |,,
,0,
|              13.12 | TUBRCLMA MENIN-EXAM UNKN                    | 013.12             | 01312              |,,
,0,
|              13.13 | TUBRCLMA MENING-MICRO DX                    | 013.13             | 01313              |,,
,0,
|              13.14 | TUBRCLMA MENING-CULT DX                     | 013.14             | 01314              |,,
,0,
|              13.15 | TUBRCLMA MENING-HISTO DX                    | 013.15             | 01315              |,,
,0,
|              13.16 | TUBRCLMA MENING-OTH TEST                    | 013.16             | 01316              |,,
,0,
|               13.2 | TUBERCULOMA BRAIN-UNSPEC                    | 013.20             | 01320              |,,
,0,
|              13.21 | TUBRCLOMA BRAIN-NO EXAM                     | 013.21             | 01321              |,,
,0,
|              13.22 | TUBRCLMA BRAIN-EXAM UNKN                    | 013.22             | 01322              |,,
,0,
|              13.23 | TUBRCLOMA BRAIN-MICRO DX                    | 013.23             | 01323              |,,
,0,
|              13.24 | TUBRCLOMA BRAIN-CULT DX                     | 013.24             | 01324              |,,
,0,
|              13.25 | TUBRCLOMA BRAIN-HISTO DX                    | 013.25             | 01325              |,,
,0,
|              13.26 | TUBRCLOMA BRAIN-OTH TEST                    | 013.26             | 01326              |,,
,0,
|               13.3 | TB BRAIN ABSCESS-UNSPEC                     | 013.30             | 01330              |,,
,0,
|              13.31 | TB BRAIN ABSCESS-NO EXAM                    | 013.31             | 01331              |,,
,0,
|              13.32 | TB BRAIN ABSC-EXAM UNKN                     | 013.32             | 01332              |,,
,0,
|              13.33 | TB BRAIN ABSC-MICRO DX                      | 013.33             | 01333              |,,
,0,
|              13.34 | TB BRAIN ABSCESS-CULT DX                    | 013.34             | 01334              |,,
,0,
|              13.35 | TB BRAIN ABSC-HISTO DX                      | 013.35             | 01335              |,,
,0,
|              13.36 | TB BRAIN ABSC-OTH TEST                      | 013.36             | 01336              |,,
,0,
|               13.4 | TUBRCLMA SP CORD-UNSPEC                     | 013.40             | 01340              |,,
,0,
|              13.41 | TUBRCLMA SP CORD-NO EXAM                    | 013.41             | 01341              |,,
,0,
|              13.42 | TUBRCLMA SP CD-EXAM UNKN                    | 013.42             | 01342              |,,
,0,
|              13.43 | TUBRCLMA SP CRD-MICRO DX                    | 013.43             | 01343              |,,
,0,
|              13.44 | TUBRCLMA SP CORD-CULT DX                    | 013.44             | 01344              |,,
,0,
|              13.45 | TUBRCLMA SP CRD-HISTO DX                    | 013.45             | 01345              |,,
,0,
|              13.46 | TUBRCLMA SP CRD-OTH TEST                    | 013.46             | 01346              |,,
,0,
|               13.5 | TB SP CRD ABSCESS-UNSPEC                    | 013.50             | 01350              |,,
,0,
|              13.51 | TB SP CRD ABSC-NO EXAM                      | 013.51             | 01351              |,,
,0,
|              13.52 | TB SP CRD ABSC-EXAM UNKN                    | 013.52             | 01352              |,,
,0,
|              13.53 | TB SP CRD ABSC-MICRO DX                     | 013.53             | 01353              |,,
,0,
|              13.54 | TB SP CRD ABSC-CULT DX                      | 013.54             | 01354              |,,
,0,
|              13.55 | TB SP CRD ABSC-HISTO DX                     | 013.55             | 01355              |,,
,0,
|              13.56 | TB SP CRD ABSC-OTH TEST                     | 013.56             | 01356              |,,
,0,
|               13.6 | TB ENCEPHALITIS-UNSPEC                      | 013.60             | 01360              |,,
,0,
|              13.61 | TB ENCEPHALITIS-NO EXAM                     | 013.61             | 01361              |,,
,0,
|              13.62 | TB ENCEPHALIT-EXAM UNKN                     | 013.62             | 01362              |,,
,0,
|              13.63 | TB ENCEPHALITIS-MICRO DX                    | 013.63             | 01363              |,,
,0,
|              13.64 | TB ENCEPHALITIS-CULT DX                     | 013.64             | 01364              |,,
,0,
|              13.65 | TB ENCEPHALITIS-HISTO DX                    | 013.65             | 01365              |,,
,0,
|              13.66 | TB ENCEPHALITIS-OTH TEST                    | 013.66             | 01366              |,,
,0,
|               13.8 | CNS TB NEC-UNSPEC                           | 013.80             | 01380              |,,
,0,
|              13.81 | CNS TB NEC-NO EXAM                          | 013.81             | 01381              |,,
,0,
|              13.82 | CNS TB NEC-EXAM UNKN                        | 013.82             | 01382              |,,
,0,
|              13.83 | CNS TB NEC-MICRO DX                         | 013.83             | 01383              |,,
,0,
|              13.84 | CNS TB NEC-CULT DX                          | 013.84             | 01384              |,,
,0,
|              13.85 | CNS TB NEC-HISTO DX                         | 013.85             | 01385              |,,
,0,
|              13.86 | CNS TB NEC-OTH TEST                         | 013.86             | 01386              |,,
,0,
|               13.9 | CNS TB NOS-UNSPEC                           | 013.90             | 01390              |,,
,0,
|              13.91 | CNS TB NOS-NO EXAM                          | 013.91             | 01391              |,,
,0,
|              13.92 | CNS TB NOS-EXAM UNKN                        | 013.92             | 01392              |,,
,0,
|              13.93 | CNS TB NOS-MICRO DX                         | 013.93             | 01393              |,,
,0,
|              13.94 | CNS TB NOS-CULT DX                          | 013.94             | 01394              |,,
,0,
|              13.95 | CNS TB NOS-HISTO DX                         | 013.95             | 01395              |,,
,0,
|              13.96 | CNS TB NOS-OTH TEST                         | 013.96             | 01396              |,,
,0,
|                 14 | TB PERITONITIS-UNSPEC                       | 014.00             | 01400              |,,
,0,
|              14.01 | TB PERITONITIS-NO EXAM                      | 014.01             | 01401              |,,
,0,
|              14.02 | TB PERITONITIS-EXAM UNKN                    | 014.02             | 01402              |,,
,0,
|              14.03 | TB PERITONITIS-MICRO DX                     | 014.03             | 01403              |,,
,0,
|              14.04 | TB PERITONITIS-CULT DX                      | 014.04             | 01404              |,,
,0,
|              14.05 | TB PERITONITIS-HISTO DX                     | 014.05             | 01405              |,,
,0,
|              14.06 | TB PERITONITIS-OTH TEST                     | 014.06             | 01406              |,,
,0,
|               14.8 | INTESTINAL TB NEC-UNSPEC                    | 014.80             | 01480              |,,
,0,
|              14.81 | INTESTIN TB NEC-NO EXAM                     | 014.81             | 01481              |,,
,0,
|              14.82 | INTEST TB NEC-EXAM UNKN                     | 014.82             | 01482              |,,
,0,
|              14.83 | INTESTIN TB NEC-MICRO DX                    | 014.83             | 01483              |,,
,0,
|              14.84 | INTESTIN TB NEC-CULT DX                     | 014.84             | 01484              |,,
,0,
|              14.85 | INTESTIN TB NEC-HISTO DX                    | 014.85             | 01485              |,,
,0,
|              14.86 | INTESTIN TB NEC-OTH TEST                    | 014.86             | 01486              |,,
,0,
|                 15 | TB OF VERTEBRA-UNSPEC                       | 015.00             | 01500              |,,
,0,
|              15.01 | TB OF VERTEBRA-NO EXAM                      | 015.01             | 01501              |,,
,0,
|              15.02 | TB OF VERTEBRA-EXAM UNKN                    | 015.02             | 01502              |,,
,0,
|              15.03 | TB OF VERTEBRA-MICRO DX                     | 015.03             | 01503              |,,
,0,
|              15.04 | TB OF VERTEBRA-CULT DX                      | 015.04             | 01504              |,,
,0,
|              15.05 | TB OF VERTEBRA-HISTO DX                     | 015.05             | 01505              |,,
,0,
|              15.06 | TB OF VERTEBRA-OTH TEST                     | 015.06             | 01506              |,,
,0,
|               15.1 | TB OF HIP-UNSPEC                            | 015.10             | 01510              |,,
,0,
|              15.11 | TB OF HIP-NO EXAM                           | 015.11             | 01511              |,,
,0,
|              15.12 | TB OF HIP-EXAM UNKN                         | 015.12             | 01512              |,,
,0,
|              15.13 | TB OF HIP-MICRO DX                          | 015.13             | 01513              |,,
,0,
|              15.14 | TB OF HIP-CULT DX                           | 015.14             | 01514              |,,
,0,
|              15.15 | TB OF HIP-HISTO DX                          | 015.15             | 01515              |,,
,0,
|              15.16 | TB OF HIP-OTH TEST                          | 015.16             | 01516              |,,
,0,
|               15.2 | TB OF KNEE-UNSPEC                           | 015.20             | 01520              |,,
,0,
|              15.21 | TB OF KNEE-NO EXAM                          | 015.21             | 01521              |,,
,0,
|              15.22 | TB OF KNEE-EXAM UNKN                        | 015.22             | 01522              |,,
,0,
|              15.23 | TB OF KNEE-MICRO DX                         | 015.23             | 01523              |,,
,0,
|              15.24 | TB OF KNEE-CULT DX                          | 015.24             | 01524              |,,
,0,
|              15.25 | TB OF KNEE-HISTO DX                         | 015.25             | 01525              |,,
,0,
|              15.26 | TB OF KNEE-OTH TEST                         | 015.26             | 01526              |,,
,0,
